40.712776 -74.005974
34.052235 -118.243683
41.878113 -87.629799
29.760427 -95.369804
33.448376 -112.074036
39.952583 -75.165222
29.424122 -98.493629
32.715736 -117.161087
32.776665 -96.796989
37.338207 -121.88633
30.267153 -97.743057
30.332184 -81.655647
32.755489 -97.330765
39.961178 -82.998795
35.227085 -80.843124
37.774929 -122.419418
39.768402 -86.158066
47.606209 -122.332069
39.739235 -104.99025
38.907192 -77.036873
42.360081 -71.058884
31.761878 -106.485023
36.162663 -86.781601
42.331429 -83.045753
35.46756 -97.516426
45.51223 -122.658722
36.169941 -115.139832
35.149532 -90.048981
38.252666 -85.758453
39.290386 -76.61219
43.038902 -87.906471
35.084385 -106.650421
32.222607 -110.974709
36.737797 -119.787125
33.415184 -111.831472
38.581573 -121.4944
33.748997 -84.387985
39.099728 -94.578568
38.833881 -104.821365
25.761681 -80.191788
35.779591 -78.638176
41.256538 -95.934502
33.77005 -118.193741
36.852926 -75.977985
37.804363 -122.271111
44.977753 -93.265015
36.15398 -95.992775
32.735687 -97.108063
29.951065 -90.071533
37.687176 -97.330055
41.499321 -81.694359
27.950575 -82.457176
35.373291 -119.018715
39.729431 -104.831917
33.836594 -117.914301
33.745472 -117.867653
33.980601 -117.375494
27.800583 -97.396378
38.040585 -84.503716
36.039524 -114.981721
37.957702 -121.290779
44.953705 -93.089958
39.103119 -84.512016
38.627003 -90.199402
40.440624 -79.995888
36.072636 -79.791977
40.813618 -96.702595
33.019844 -96.698883
28.538336 -81.379234
33.684567 -117.826508
40.735657 -74.172363
35.994034 -78.898621
32.640053 -117.084198
41.652805 -83.537865
41.079273 -85.139351
27.767601 -82.640289
27.530567 -99.480324
40.717754 -74.043143
33.30616 -111.841248
43.073051 -89.40123
33.577863 -101.855166
33.49417 -111.926048
39.529633 -119.813805
42.886448 -78.878372
33.352826 -111.789027
36.198859 -115.117501
36.099861 -80.244217
36.768208 -76.287491
36.850769 -76.285873
37.548271 -121.988571
32.912624 -96.638885
32.814018 -96.948891
25.857595 -80.278106
37.540726 -77.43605
43.615021 -116.202316
47.658779 -117.426048
30.451468 -91.187147
47.252876 -122.44429
34.108345 -117.289765
37.639097 -120.996878
34.092233 -117.435048
41.586835 -93.624962
33.942467 -117.229672
34.391664 -118.542586
35.052666 -78.878358
33.518589 -86.810356
34.197505 -119.177052
43.156578 -77.608849
27.273049 -80.358226
42.96336 -85.668086
34.730368 -86.586103
40.76078 -111.891045
33.150674 -96.823612
40.931209 -73.898746
35.221997 -101.831297
34.142508 -118.255075
33.660297 -117.999226
33.197246 -96.639782
32.366805 -86.29997
33.473497 -82.010514
41.081445 -81.519005
34.746483 -92.289597
33.42551 -111.940005
38.982228 -94.670792
32.745964 -96.997785
30.438256 -84.280733
26.562854 -81.949533
30.695366 -88.039894
35.960638 -83.920739
32.525152 -93.750179
42.262593 -71.802293
34.063344 -117.650887
45.638728 -122.661486
43.544596 -96.731103
35.04563 -85.30968
25.901747 -97.497484
26.122439 -80.137317
41.823989 -71.412834
37.087082 -76.473012
34.1064 -117.593108
38.440429 -122.714054
33.580595 -112.237378
33.195869 -117.379483
38.408799 -121.371618
44.942898 -123.035096
26.007765 -80.296256
44.052071 -123.086754
33.774269 -117.937995
35.79154 -78.781116
40.585258 -105.084419
