41.499321 -81.694359
27.950575 -82.457176
35.373291 -119.018715
39.729431 -104.831917
33.836594 -117.914301
33.745472 -117.867653
33.980601 -117.375494
27.800583 -97.396378
38.040585 -84.503716
36.039524 -114.981721
37.957702 -121.290779
44.953705 -93.089958
39.103119 -84.512016
38.627003 -90.199402
40.440624 -79.995888
36.072636 -79.791977
40.813618 -96.702595
33.019844 -96.698883
28.538336 -81.379234
33.684567 -117.826508
40.735657 -74.172363
35.994034 -78.898621
32.640053 -117.084198
41.652805 -83.537865
41.079273 -85.139351
27.767601 -82.640289
27.530567 -99.480324
40.717754 -74.043143
33.30616 -111.841248
43.073051 -89.40123
33.577863 -101.855166
33.49417 -111.926048
39.529633 -119.813805
42.886448 -78.878372
33.352826 -111.789027
36.198859 -115.117501
36.099861 -80.244217
36.768208 -76.287491
36.850769 -76.285873
37.548271 -121.988571
32.912624 -96.638885
32.814018 -96.948891
25.857595 -80.278106
37.540726 -77.43605
43.615021 -116.202316
47.658779 -117.426048
30.451468 -91.187147
47.252876 -122.44429
34.108345 -117.289765
37.639097 -120.996878
